receipt,family,date_field,recorded,age_days
runs/argo-cd-default-confighub-proof/latest/function-scan-receipt.yaml,argo-cd-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-cd-default-confighub-proof/latest/safe-ops-receipt.yaml,argo-cd-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-cd-default-confighub-proof/latest/variant-promotion-receipt.yaml,argo-cd-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-cd-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml,argo-cd-no-crds-confighub-proof,date,2026-05-27,108
runs/argo-cd-no-crds-confighub-proof/latest/function-scan-receipt.yaml,argo-cd-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-cd-no-crds-confighub-proof/latest/safe-ops-receipt.yaml,argo-cd-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-cd-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,argo-cd-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-events-confighub-proof/latest/confighub-proof-receipt.yaml,argo-events-confighub-proof,date,2026-05-27,108
runs/argo-events-confighub-proof/latest/function-scan-receipt.yaml,argo-events-confighub-proof,observedAt,2026-05-27,108
runs/argo-events-confighub-proof/latest/safe-ops-receipt.yaml,argo-events-confighub-proof,observedAt,2026-05-27,108
runs/argo-events-default-confighub-proof/latest/variant-promotion-receipt.yaml,argo-events-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-events-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml,argo-events-no-crds-confighub-proof,date,2026-05-27,108
runs/argo-events-no-crds-confighub-proof/latest/function-scan-receipt.yaml,argo-events-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-events-no-crds-confighub-proof/latest/safe-ops-receipt.yaml,argo-events-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-events-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,argo-events-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-rollouts-confighub-proof/latest/confighub-proof-receipt.yaml,argo-rollouts-confighub-proof,date,2026-05-27,108
runs/argo-rollouts-confighub-proof/latest/function-scan-receipt.yaml,argo-rollouts-confighub-proof,observedAt,2026-05-27,108
runs/argo-rollouts-confighub-proof/latest/safe-ops-receipt.yaml,argo-rollouts-confighub-proof,observedAt,2026-05-27,108
runs/argo-rollouts-default-confighub-proof/latest/variant-promotion-receipt.yaml,argo-rollouts-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-rollouts-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml,argo-rollouts-no-crds-confighub-proof,date,2026-05-27,108
runs/argo-rollouts-no-crds-confighub-proof/latest/function-scan-receipt.yaml,argo-rollouts-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-rollouts-no-crds-confighub-proof/latest/safe-ops-receipt.yaml,argo-rollouts-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-rollouts-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,argo-rollouts-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-confighub-proof/latest/confighub-proof-receipt.yaml,argo-workflows-confighub-proof,date,2026-05-27,108
runs/argo-workflows-confighub-proof/latest/function-scan-receipt.yaml,argo-workflows-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-confighub-proof/latest/safe-ops-receipt.yaml,argo-workflows-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-controller-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,argo-workflows-controller-default-reviewed-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-default-confighub-proof/latest/confighub-proof-receipt.yaml,argo-workflows-default-confighub-proof,date,2026-05-27,108
runs/argo-workflows-default-confighub-proof/latest/function-scan-receipt.yaml,argo-workflows-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-default-confighub-proof/latest/safe-ops-receipt.yaml,argo-workflows-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-default-confighub-proof/latest/variant-promotion-receipt.yaml,argo-workflows-default-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-minimal-crds-confighub-proof/latest/confighub-proof-receipt.yaml,argo-workflows-minimal-crds-confighub-proof,date,2026-05-27,108
runs/argo-workflows-minimal-crds-confighub-proof/latest/function-scan-receipt.yaml,argo-workflows-minimal-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-minimal-crds-confighub-proof/latest/safe-ops-receipt.yaml,argo-workflows-minimal-crds-confighub-proof,observedAt,2026-05-27,108
runs/argo-workflows-minimal-crds-confighub-proof/latest/variant-promotion-receipt.yaml,argo-workflows-minimal-crds-confighub-proof,observedAt,2026-05-27,108
runs/argocd-image-updater-confighub-proof/latest/confighub-proof-receipt.yaml,argocd-image-updater-confighub-proof,date,2026-05-27,108
runs/argocd-image-updater-confighub-proof/latest/function-scan-receipt.yaml,argocd-image-updater-confighub-proof,observedAt,2026-05-27,108
runs/argocd-image-updater-confighub-proof/latest/safe-ops-receipt.yaml,argocd-image-updater-confighub-proof,observedAt,2026-05-27,108
runs/argocd-image-updater-default-confighub-proof/latest/variant-promotion-receipt.yaml,argocd-image-updater-default-confighub-proof,observedAt,2026-05-27,108
runs/aws-ebs-csi-driver-default-confighub-proof/latest/confighub-proof-receipt.yaml,aws-ebs-csi-driver-default-confighub-proof,date,2026-05-27,108
runs/aws-ebs-csi-driver-default-confighub-proof/latest/function-scan-receipt.yaml,aws-ebs-csi-driver-default-confighub-proof,observedAt,2026-05-27,108
runs/aws-ebs-csi-driver-default-confighub-proof/latest/safe-ops-receipt.yaml,aws-ebs-csi-driver-default-confighub-proof,observedAt,2026-05-27,108
runs/aws-ebs-csi-driver-default-confighub-proof/latest/variant-promotion-receipt.yaml,aws-ebs-csi-driver-default-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-confighub-proof/latest/confighub-proof-receipt.yaml,cert-manager-confighub-proof,date,2026-05-27,108
runs/cert-manager-confighub-proof/latest/function-scan-receipt.yaml,cert-manager-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-confighub-proof/latest/safe-ops-receipt.yaml,cert-manager-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-confighub-proof/latest/variant-promotion-receipt.yaml,cert-manager-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-crds-enabled-confighub-proof/latest/confighub-proof-receipt.yaml,cert-manager-crds-enabled-confighub-proof,date,2026-05-27,108
runs/cert-manager-crds-enabled-confighub-proof/latest/function-scan-receipt.yaml,cert-manager-crds-enabled-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-crds-enabled-confighub-proof/latest/safe-ops-receipt.yaml,cert-manager-crds-enabled-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-crds-enabled-confighub-proof/latest/variant-promotion-receipt.yaml,cert-manager-crds-enabled-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-csi-driver-default-confighub-proof/latest/confighub-proof-receipt.yaml,cert-manager-csi-driver-default-confighub-proof,date,2026-05-27,108
runs/cert-manager-csi-driver-default-confighub-proof/latest/function-scan-receipt.yaml,cert-manager-csi-driver-default-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-csi-driver-default-confighub-proof/latest/safe-ops-receipt.yaml,cert-manager-csi-driver-default-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-csi-driver-default-confighub-proof/latest/variant-promotion-receipt.yaml,cert-manager-csi-driver-default-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-default-confighub-proof/latest/confighub-proof-receipt.yaml,cert-manager-default-confighub-proof,date,2026-05-27,108
runs/cert-manager-default-confighub-proof/latest/function-scan-receipt.yaml,cert-manager-default-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-default-confighub-proof/latest/safe-ops-receipt.yaml,cert-manager-default-confighub-proof,observedAt,2026-05-27,108
runs/cert-manager-default-confighub-proof/latest/variant-promotion-receipt.yaml,cert-manager-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-apache-11-4-29-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-apache-11-4-29-default-confighub-proof,date,2026-05-27,108
runs/cl-apache-11-4-29-default-confighub-proof/latest/function-scan-receipt.yaml,cl-apache-11-4-29-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-apache-11-4-29-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-apache-11-4-29-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-apache-11-4-29-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-apache-11-4-29-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-apache-11-4-29-legacy-confighub-proof/latest/confighub-proof-receipt.yaml,cl-apache-11-4-29-legacy-confighub-proof,date,2026-05-27,108
runs/cl-apache-11-4-29-legacy-confighub-proof/latest/function-scan-receipt.yaml,cl-apache-11-4-29-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-apache-11-4-29-legacy-confighub-proof/latest/safe-ops-receipt.yaml,cl-apache-11-4-29-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-apache-11-4-29-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,cl-apache-11-4-29-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-contour-21-1-4-default-confighub-proof,date,2026-05-27,108
runs/cl-contour-21-1-4-default-confighub-proof/latest/function-scan-receipt.yaml,cl-contour-21-1-4-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-contour-21-1-4-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-contour-21-1-4-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-legacy-confighub-proof/latest/confighub-proof-receipt.yaml,cl-contour-21-1-4-legacy-confighub-proof,date,2026-05-27,108
runs/cl-contour-21-1-4-legacy-confighub-proof/latest/function-scan-receipt.yaml,cl-contour-21-1-4-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-legacy-confighub-proof/latest/safe-ops-receipt.yaml,cl-contour-21-1-4-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,cl-contour-21-1-4-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml,cl-contour-21-1-4-no-crds-confighub-proof,date,2026-05-27,108
runs/cl-contour-21-1-4-no-crds-confighub-proof/latest/function-scan-receipt.yaml,cl-contour-21-1-4-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-no-crds-confighub-proof/latest/safe-ops-receipt.yaml,cl-contour-21-1-4-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/cl-contour-21-1-4-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,cl-contour-21-1-4-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-elasticsearch-22-1-6-default-confighub-proof,date,2026-05-27,108
runs/cl-elasticsearch-22-1-6-default-confighub-proof/latest/function-scan-receipt.yaml,cl-elasticsearch-22-1-6-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-elasticsearch-22-1-6-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-elasticsearch-22-1-6-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-ha-confighub-proof/latest/confighub-proof-receipt.yaml,cl-elasticsearch-22-1-6-ha-confighub-proof,date,2026-05-27,108
runs/cl-elasticsearch-22-1-6-ha-confighub-proof/latest/function-scan-receipt.yaml,cl-elasticsearch-22-1-6-ha-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-ha-confighub-proof/latest/safe-ops-receipt.yaml,cl-elasticsearch-22-1-6-ha-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-ha-confighub-proof/latest/variant-promotion-receipt.yaml,cl-elasticsearch-22-1-6-ha-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-legacy-confighub-proof/latest/confighub-proof-receipt.yaml,cl-elasticsearch-22-1-6-legacy-confighub-proof,date,2026-05-27,108
runs/cl-elasticsearch-22-1-6-legacy-confighub-proof/latest/function-scan-receipt.yaml,cl-elasticsearch-22-1-6-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-legacy-confighub-proof/latest/safe-ops-receipt.yaml,cl-elasticsearch-22-1-6-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-elasticsearch-22-1-6-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,cl-elasticsearch-22-1-6-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-kibana-8-5-1-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-kibana-8-5-1-default-confighub-proof,date,2026-05-27,108
runs/cl-kibana-8-5-1-default-confighub-proof/latest/function-scan-receipt.yaml,cl-kibana-8-5-1-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-kibana-8-5-1-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-kibana-8-5-1-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-kibana-8-5-1-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-kibana-8-5-1-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-kube-prometheus-stack-86-1-0-default-confighub-proof,date,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-default-confighub-proof/latest/function-scan-receipt.yaml,cl-kube-prometheus-stack-86-1-0-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-kube-prometheus-stack-86-1-0-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-kube-prometheus-stack-86-1-0-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml,cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof,date,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof/latest/function-scan-receipt.yaml,cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof/latest/safe-ops-receipt.yaml,cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof,observedAt,2026-05-27,108
runs/cl-memcached-8-5-5-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-memcached-8-5-5-default-confighub-proof,date,2026-05-27,108
runs/cl-memcached-8-5-5-default-confighub-proof/latest/function-scan-receipt.yaml,cl-memcached-8-5-5-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-memcached-8-5-5-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-memcached-8-5-5-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-memcached-8-5-5-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-memcached-8-5-5-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-metricbeat-8-5-1-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-metricbeat-8-5-1-default-confighub-proof,date,2026-05-27,108
runs/cl-metricbeat-8-5-1-default-confighub-proof/latest/function-scan-receipt.yaml,cl-metricbeat-8-5-1-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-metricbeat-8-5-1-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-metricbeat-8-5-1-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-metricbeat-8-5-1-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-metricbeat-8-5-1-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof/latest/confighub-proof-receipt.yaml,cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof,date,2026-05-27,108
runs/cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof/latest/function-scan-receipt.yaml,cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof/latest/safe-ops-receipt.yaml,cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof/latest/variant-promotion-receipt.yaml,cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-0-9-static-passwords-confighub-proof/latest/confighub-proof-receipt.yaml,cl-mongodb-19-0-9-static-passwords-confighub-proof,date,2026-05-27,108
runs/cl-mongodb-19-0-9-static-passwords-confighub-proof/latest/function-scan-receipt.yaml,cl-mongodb-19-0-9-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-0-9-static-passwords-confighub-proof/latest/safe-ops-receipt.yaml,cl-mongodb-19-0-9-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-0-9-static-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,cl-mongodb-19-0-9-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof/latest/confighub-proof-receipt.yaml,cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof,date,2026-05-27,108
runs/cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof/latest/function-scan-receipt.yaml,cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof/latest/safe-ops-receipt.yaml,cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof/latest/variant-promotion-receipt.yaml,cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-1-0-static-passwords-confighub-proof/latest/confighub-proof-receipt.yaml,cl-mongodb-19-1-0-static-passwords-confighub-proof,date,2026-05-27,108
runs/cl-mongodb-19-1-0-static-passwords-confighub-proof/latest/function-scan-receipt.yaml,cl-mongodb-19-1-0-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-1-0-static-passwords-confighub-proof/latest/safe-ops-receipt.yaml,cl-mongodb-19-1-0-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-mongodb-19-1-0-static-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,cl-mongodb-19-1-0-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-24-0-4-existing-tls-ingress-confighub-proof/latest/confighub-proof-receipt.yaml,cl-nginx-24-0-4-existing-tls-ingress-confighub-proof,date,2026-05-27,108
runs/cl-nginx-24-0-4-existing-tls-ingress-confighub-proof/latest/function-scan-receipt.yaml,cl-nginx-24-0-4-existing-tls-ingress-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-24-0-4-existing-tls-ingress-confighub-proof/latest/safe-ops-receipt.yaml,cl-nginx-24-0-4-existing-tls-ingress-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-24-0-4-existing-tls-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,cl-nginx-24-0-4-existing-tls-ingress-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-24-0-4-http-clusterip-confighub-proof/latest/confighub-proof-receipt.yaml,cl-nginx-24-0-4-http-clusterip-confighub-proof,date,2026-05-27,108
runs/cl-nginx-24-0-4-http-clusterip-confighub-proof/latest/function-scan-receipt.yaml,cl-nginx-24-0-4-http-clusterip-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-24-0-4-http-clusterip-confighub-proof/latest/safe-ops-receipt.yaml,cl-nginx-24-0-4-http-clusterip-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-24-0-4-http-clusterip-confighub-proof/latest/variant-promotion-receipt.yaml,cl-nginx-24-0-4-http-clusterip-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-25-0-0-existing-tls-ingress-confighub-proof/latest/confighub-proof-receipt.yaml,cl-nginx-25-0-0-existing-tls-ingress-confighub-proof,date,2026-05-27,108
runs/cl-nginx-25-0-0-existing-tls-ingress-confighub-proof/latest/function-scan-receipt.yaml,cl-nginx-25-0-0-existing-tls-ingress-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-25-0-0-existing-tls-ingress-confighub-proof/latest/safe-ops-receipt.yaml,cl-nginx-25-0-0-existing-tls-ingress-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-25-0-0-existing-tls-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,cl-nginx-25-0-0-existing-tls-ingress-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-25-0-0-http-clusterip-confighub-proof/latest/confighub-proof-receipt.yaml,cl-nginx-25-0-0-http-clusterip-confighub-proof,date,2026-05-27,108
runs/cl-nginx-25-0-0-http-clusterip-confighub-proof/latest/function-scan-receipt.yaml,cl-nginx-25-0-0-http-clusterip-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-25-0-0-http-clusterip-confighub-proof/latest/safe-ops-receipt.yaml,cl-nginx-25-0-0-http-clusterip-confighub-proof,observedAt,2026-05-27,108
runs/cl-nginx-25-0-0-http-clusterip-confighub-proof/latest/variant-promotion-receipt.yaml,cl-nginx-25-0-0-http-clusterip-confighub-proof,observedAt,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-default-confighub-proof/latest/confighub-proof-receipt.yaml,cl-phpmyadmin-20-0-0-default-confighub-proof,date,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-default-confighub-proof/latest/function-scan-receipt.yaml,cl-phpmyadmin-20-0-0-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-default-confighub-proof/latest/safe-ops-receipt.yaml,cl-phpmyadmin-20-0-0-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,cl-phpmyadmin-20-0-0-default-confighub-proof,observedAt,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-legacy-confighub-proof/latest/confighub-proof-receipt.yaml,cl-phpmyadmin-20-0-0-legacy-confighub-proof,date,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-legacy-confighub-proof/latest/function-scan-receipt.yaml,cl-phpmyadmin-20-0-0-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-legacy-confighub-proof/latest/safe-ops-receipt.yaml,cl-phpmyadmin-20-0-0-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-phpmyadmin-20-0-0-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,cl-phpmyadmin-20-0-0-legacy-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-6-10-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml,cl-postgresql-18-6-10-existing-secret-confighub-proof,date,2026-05-27,108
runs/cl-postgresql-18-6-10-existing-secret-confighub-proof/latest/function-scan-receipt.yaml,cl-postgresql-18-6-10-existing-secret-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-6-10-existing-secret-confighub-proof/latest/safe-ops-receipt.yaml,cl-postgresql-18-6-10-existing-secret-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-6-10-existing-secret-confighub-proof/latest/variant-promotion-receipt.yaml,cl-postgresql-18-6-10-existing-secret-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-6-10-static-passwords-confighub-proof/latest/confighub-proof-receipt.yaml,cl-postgresql-18-6-10-static-passwords-confighub-proof,date,2026-05-27,108
runs/cl-postgresql-18-6-10-static-passwords-confighub-proof/latest/function-scan-receipt.yaml,cl-postgresql-18-6-10-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-6-10-static-passwords-confighub-proof/latest/safe-ops-receipt.yaml,cl-postgresql-18-6-10-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-6-10-static-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,cl-postgresql-18-6-10-static-passwords-confighub-proof,observedAt,2026-05-27,108
runs/cl-postgresql-18-7-0-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml,cl-postgresql-18-7-0-existing-secret-confighub-proof,date,2026-05-27,108
runs/cl-postgresql-18-7-0-existing-secret-confighub-proof/latest/function-scan-receipt.yaml,cl-postgresql-18-7-0-existing-secret-confighub-proof,observedAt,2026-05-27,108
